Name,Type,calories,protein,carbohydrate,total_fat,Tags,Allergens,Swap_Group,Goal
Peas kachori (Matar kachori),Lunch,1461,8.0,33.1,143.8,Veg,,Veg_Lunch,Maintain
Peas kachori (Matar kachori),Dinner,1461,8.0,33.1,143.8,Veg,,Veg_Dinner,Maintain
Pizza,Breakfast,220,10.3,14.9,13.1,Veg,,Veg_Breakfast,Maintain
Pizza,Snack,220,10.3,14.9,13.1,Veg,,Veg_Snack,Maintain
Bacon and mushroom pancake,Lunch,394,17.0,21.2,26.5,Veg,,Veg_Lunch,Maintain
Bacon and mushroom pancake,Dinner,394,17.0,21.2,26.5,Veg,,Veg_Dinner,Maintain
Cheese and tomato pancake,Breakfast,221,7.7,16.0,13.9,Veg,,Veg_Breakfast,Maintain
Cheese and tomato pancake,Snack,221,7.7,16.0,13.9,Veg,,Veg_Snack,Maintain
Minced meat pancake (with chicken),Breakfast,174,18.0,12.3,15.7,Non-Veg,,Non-Veg_Breakfast,Maintain
Minced meat pancake (with chicken),Snack,174,18.0,12.3,15.7,Non-Veg,,Non-Veg_Snack,Maintain
Eggplant/Brinjal rice (Vangi bhat),Breakfast,462,13.2,79.4,9.2,Non-Veg,Eggs,Non-Veg_Breakfast,Maintain
Kashmiri 'tahar',Breakfast,147,2.9,28.7,2.1,Veg,,Veg_Breakfast,Weight Loss
Kashmiri 'tahar',Snack,147,2.9,28.7,2.1,Veg,,Veg_Snack,Weight Loss
Cumin pulao (Jeera/Zeera pulao),Breakfast,202,3.7,35.4,4.8,Veg,,Veg_Breakfast,Weight Loss
Cumin pulao (Jeera/Zeera pulao),Snack,202,3.7,35.4,4.8,Veg,,Veg_Snack,Weight Loss
Peas pulao (Matar pulao),Breakfast,163,5.8,27.6,2.8,Veg,,Veg_Breakfast,Weight Loss
Peas pulao (Matar pulao),Snack,163,5.8,27.6,2.8,Veg,,Veg_Snack,Weight Loss
Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),Breakfast,174,5.4,29.6,3.4,Veg,,Veg_Breakfast,Weight Loss
Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),Snack,174,5.4,29.6,3.4,Veg,,Veg_Snack,Weight Loss
Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),Breakfast,188,5.2,32.3,3.9,Veg,,Veg_Breakfast,Weight Loss
Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),Snack,188,5.2,32.3,3.9,Veg,,Veg_Snack,Weight Loss
Mutton pulao,Breakfast,196,9.8,16.9,16.2,Non-Veg,,Non-Veg_Breakfast,Maintain
Mutton pulao,Snack,196,9.8,16.9,16.2,Non-Veg,,Non-Veg_Snack,Maintain
Chicken pulao,Breakfast,162,9.1,16.8,12.7,Non-Veg,,Non-Veg_Breakfast,Maintain
Chicken pulao,Snack,162,9.1,16.8,12.7,Non-Veg,,Non-Veg_Snack,Maintain
Mexican rice,Breakfast,180,6.9,21.3,7.3,Veg,,Veg_Breakfast,Weight Loss
Mexican rice,Snack,180,6.9,21.3,7.3,Veg,,Veg_Snack,Weight Loss
Plain khitchdi (Plain khichri/khichdi),Breakfast,85,2.6,15.1,1.5,Veg,,Veg_Breakfast,Weight Loss
Plain khitchdi (Plain khichri/khichdi),Snack,85,2.6,15.1,1.5,Veg,,Veg_Snack,Weight Loss
Instant idli (with semolina),Breakfast,618,22.9,108.5,9.0,Veg,,Veg_Breakfast,Muscle Gain
Plain dosa,Breakfast,952,25.8,160.2,21.1,Veg,,Veg_Breakfast,Muscle Gain
Masala dosa mixed vegetable fillings,Breakfast,216,7.3,34.5,4.9,Veg,,Veg_Breakfast,Weight Loss
Masala dosa paneer fillings,Breakfast,607,25.8,74.4,22.1,Veg,Dairy,Veg_Breakfast,Muscle Gain
Uttapam,Lunch,639,15.4,90.7,22.6,Veg,,Veg_Lunch,Maintain
Uttapam,Dinner,639,15.4,90.7,22.6,Veg,,Veg_Dinner,Maintain
Appam,Lunch,669,7.8,33.2,56.6,Veg,,Veg_Lunch,Maintain
Appam,Dinner,669,7.8,33.2,56.6,Veg,,Veg_Dinner,Maintain
Beans and macaroni,Breakfast,204,6.9,21.4,10.5,Veg,,Veg_Breakfast,Maintain
Beans and macaroni,Snack,204,6.9,21.4,10.5,Veg,,Veg_Snack,Maintain
Spaghetti bolognese,Breakfast,146,14.0,15.1,14.3,Veg,,Veg_Breakfast,Maintain
Spaghetti bolognese,Snack,146,14.0,15.1,14.3,Veg,,Veg_Snack,Maintain
Meat and macaroni casserole,Lunch,403,22.9,40.3,25.4,Non-Veg,,Non-Veg_Lunch,Muscle Gain
Meat and macaroni casserole,Dinner,403,22.9,40.3,25.4,Non-Veg,,Non-Veg_Dinner,Muscle Gain
Spaghetti with meat balls and tomato sauce,Lunch,395,14.0,26.2,26.6,Non-Veg,,Non-Veg_Lunch,Maintain
Spaghetti with meat balls and tomato sauce,Dinner,395,14.0,26.2,26.6,Non-Veg,,Non-Veg_Dinner,Maintain
Spaghetti with paneer balls and tomato sauce,Lunch,396,9.9,31.8,26.1,Veg,Dairy,Veg_Lunch,Maintain
Spaghetti with paneer balls and tomato sauce,Dinner,396,9.9,31.8,26.1,Veg,Dairy,Veg_Dinner,Maintain
Lasagne with meat sauce,Breakfast,95,4.4,8.1,5.1,Non-Veg,,Non-Veg_Breakfast,Weight Loss
Lasagne with meat sauce,Snack,95,4.4,8.1,5.1,Non-Veg,,Non-Veg_Snack,Weight Loss
Lasagne with vegetables,Breakfast,147,5.1,17.7,6.5,Veg,,Veg_Breakfast,Weight Loss
Lasagne with vegetables,Snack,147,5.1,17.7,6.5,Veg,,Veg_Snack,Weight Loss
Home made egg noodles,Breakfast,602,16.4,107.3,10.9,Non-Veg,Eggs,Non-Veg_Breakfast,Maintain
Sour lentils (Khatti dal),Breakfast,104,6.7,18.1,0.4,Veg,,Veg_Breakfast,Weight Loss
Sour lentils (Khatti dal),Snack,104,6.7,18.1,0.4,Veg,,Veg_Snack,Weight Loss
Urad special dehusked,Breakfast,104,4.7,13.3,3.3,Veg,,Veg_Breakfast,Weight Loss
Urad special dehusked,Snack,104,4.7,13.3,3.3,Veg,,Veg_Snack,Weight Loss
Arhar with spinach (Arhar dal aur palak),Breakfast,79,3.1,7.2,4.1,Veg,,Veg_Breakfast,Weight Loss
Arhar with spinach (Arhar dal aur palak),Snack,79,3.1,7.2,4.1,Veg,,Veg_Snack,Weight Loss
Moong dal with vadi,Breakfast,72,1.2,3.0,6.1,Veg,,Veg_Breakfast,Weight Loss
Moong dal with vadi,Snack,72,1.2,3.0,6.1,Veg,,Veg_Snack,Weight Loss
Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),Breakfast,80,3.4,10.1,2.6,Veg,,Veg_Breakfast,Weight Loss
Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),Snack,80,3.4,10.1,2.6,Veg,,Veg_Snack,Weight Loss
Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),Breakfast,73,3.3,8.6,2.6,Veg,,Veg_Breakfast,Weight Loss
Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),Snack,73,3.3,8.6,2.6,Veg,,Veg_Snack,Weight Loss
Green gram whole with baghar (Sabut moong dal with tadka),Breakfast,95,4.8,10.2,3.7,Veg,,Veg_Breakfast,Weight Loss
Green gram whole with baghar (Sabut moong dal with tadka),Snack,95,4.8,10.2,3.7,Veg,,Veg_Snack,Weight Loss
Urad sabut special,Breakfast,119,3.5,7.5,8.2,Veg,,Veg_Breakfast,Weight Loss
Urad sabut special,Snack,119,3.5,7.5,8.2,Veg,,Veg_Snack,Weight Loss
Kabuli channa curry,Breakfast,102,4.4,11.4,4.6,Veg,,Veg_Breakfast,Weight Loss
Kabuli channa curry,Snack,102,4.4,11.4,4.6,Veg,,Veg_Snack,Weight Loss
Besan gatte curry,Lunch,473,19.4,40.7,26.8,Veg,,Veg_Lunch,Maintain
Besan gatte curry,Dinner,473,19.4,40.7,26.8,Veg,,Veg_Dinner,Maintain
Dry masala chops,Breakfast,202,13.6,4.9,14.3,Veg,,Veg_Breakfast,Maintain
Dry masala chops,Snack,202,13.6,4.9,14.3,Veg,,Veg_Snack,Maintain
Mutton korma,Breakfast,173,10.6,3.8,12.8,Non-Veg,,Non-Veg_Breakfast,Maintain
Mutton korma,Snack,173,10.6,3.8,12.8,Non-Veg,,Non-Veg_Snack,Maintain
Shahi keema kofta curry,Lunch,1045,10.4,4.3,109.6,Veg,,Veg_Lunch,Maintain
Shahi keema kofta curry,Dinner,1045,10.4,4.3,109.6,Veg,,Veg_Dinner,Maintain
Minced meat ball curry,Breakfast,164,10.2,4.3,11.8,Non-Veg,,Non-Veg_Breakfast,Maintain
Minced meat ball curry,Snack,164,10.2,4.3,11.8,Non-Veg,,Non-Veg_Snack,Maintain
Boti kebab,Breakfast,199,13.8,4.6,13.9,Veg,,Veg_Breakfast,Maintain
Boti kebab,Snack,199,13.8,4.6,13.9,Veg,,Veg_Snack,Maintain
Mutton seekh kebab,Breakfast,200,16.9,4.7,12.6,Non-Veg,,Non-Veg_Breakfast,Maintain
Mutton seekh kebab,Snack,200,16.9,4.7,12.6,Non-Veg,,Non-Veg_Snack,Maintain
Indian lamb and egg curry (Nargisi kofta),Breakfast,839,9.6,5.2,86.8,Non-Veg,Eggs,Non-Veg_Breakfast,Maintain
Soya chunks sweet and sour (Nutrinugget sweet and sour),Lunch,1252,7.1,8.2,140.0,Veg,"Nuts, Soy",Veg_Lunch,Maintain
Soya chunks sweet and sour (Nutrinugget sweet and sour),Dinner,1252,7.1,8.2,140.0,Veg,"Nuts, Soy",Veg_Dinner,Maintain
Soya chunks korma (Nutrinugget korma),Breakfast,197,5.8,11.5,14.2,Veg,"Nuts, Soy",Veg_Breakfast,Maintain
Soya chunks korma (Nutrinugget korma),Snack,197,5.8,11.5,14.2,Veg,"Nuts, Soy",Veg_Snack,Maintain
Mushroom matar,Breakfast,106,4.2,8.0,6.2,Veg,,Veg_Breakfast,Weight Loss
Mushroom matar,Snack,106,4.2,8.0,6.2,Veg,,Veg_Snack,Weight Loss
Soya chunks and peas (Nutrinugget matar),Breakfast,123,4.5,8.7,7.7,Veg,"Nuts, Soy",Veg_Breakfast,Weight Loss
Soya chunks and peas (Nutrinugget matar),Snack,123,4.5,8.7,7.7,Veg,"Nuts, Soy",Veg_Snack,Weight Loss
Vegetable yakhni,Lunch,1015,2.9,4.8,109.5,Veg,,Veg_Lunch,Maintain
Vegetable yakhni,Dinner,1015,2.9,4.8,109.5,Veg,,Veg_Dinner,Maintain
Spinach mushroom (Palak mushroom),Breakfast,142,5.8,8.9,8.9,Veg,,Veg_Breakfast,Weight Loss
Spinach mushroom (Palak mushroom),Snack,142,5.8,8.9,8.9,Veg,,Veg_Snack,Weight Loss
Vegetarian nargisi kofta curry,Lunch,830,5.7,16.4,82.4,Veg,,Veg_Lunch,Maintain
Vegetarian nargisi kofta curry,Dinner,830,5.7,16.4,82.4,Veg,,Veg_Dinner,Maintain
Roast chicken,Lunch,499,51.2,0.2,32.6,Non-Veg,,Non-Veg_Lunch,Muscle Gain
Roast chicken,Dinner,499,51.2,0.2,32.6,Non-Veg,,Non-Veg_Dinner,Muscle Gain
Shahi chicken masala,Lunch,409,24.6,10.2,30.0,Non-Veg,,Non-Veg_Lunch,Muscle Gain
Shahi chicken masala,Dinner,409,24.6,10.2,30.0,Non-Veg,,Non-Veg_Dinner,Muscle Gain
Tomato chicken,Breakfast,167,15.9,3.2,10.1,Non-Veg,,Non-Veg_Breakfast,Maintain
Tomato chicken,Snack,167,15.9,3.2,10.1,Non-Veg,,Non-Veg_Snack,Maintain
Creamy chicken,Lunch,382,33.8,7.8,23.9,Non-Veg,Dairy,Non-Veg_Lunch,Muscle Gain
Creamy chicken,Dinner,382,33.8,7.8,23.9,Non-Veg,Dairy,Non-Veg_Dinner,Muscle Gain
Broccoli chicken ala king,Breakfast,179,12.0,8.0,11.4,Non-Veg,,Non-Veg_Breakfast,Maintain
Broccoli chicken ala king,Snack,179,12.0,8.0,11.4,Non-Veg,,Non-Veg_Snack,Maintain
Ginger chicken,Breakfast,193,12.4,8.4,12.4,Non-Veg,,Non-Veg_Breakfast,Maintain
Ginger chicken,Snack,193,12.4,8.4,12.4,Non-Veg,,Non-Veg_Snack,Maintain
Chicken sweet and sour,Lunch,1112,17.3,6.7,119.0,Non-Veg,,Non-Veg_Lunch,Maintain
Chicken sweet and sour,Dinner,1112,17.3,6.7,119.0,Non-Veg,,Non-Veg_Dinner,Maintain
Chicken korma,Breakfast,221,14.7,8.1,14.5,Non-Veg,,Non-Veg_Breakfast,Maintain
Chicken korma,Snack,221,14.7,8.1,14.5,Non-Veg,,Non-Veg_Snack,Maintain
Bengal fish curry (Bengali machli curry),Breakfast,164,10.9,6.6,10.5,Non-Veg,Fish,Non-Veg_Breakfast,Maintain
Bengal fish curry (Bengali machli curry),Snack,164,10.9,6.6,10.5,Non-Veg,Fish,Non-Veg_Snack,Maintain
Fish finger,Lunch,1357,14.2,11.2,139.6,Non-Veg,Fish,Non-Veg_Lunch,Maintain
Fish finger,Dinner,1357,14.2,11.2,139.6,Non-Veg,Fish,Non-Veg_Dinner,Maintain
Fish in coconut milk (Nariyal ke doodh ke saath machli),Breakfast,129,13.0,4.1,6.6,Non-Veg,"Dairy, Nuts, Fish",Non-Veg_Breakfast,Weight Loss
Fish in coconut milk (Nariyal ke doodh ke saath machli),Snack,129,13.0,4.1,6.6,Non-Veg,"Dairy, Nuts, Fish",Non-Veg_Snack,Weight Loss
Prawn curry (with coconut) (Jhinga curry),Breakfast,164,12.8,4.6,10.4,Non-Veg,"Nuts, Fish",Non-Veg_Breakfast,Maintain
Prawn curry (with coconut) (Jhinga curry),Snack,164,12.8,4.6,10.4,Non-Veg,"Nuts, Fish",Non-Veg_Snack,Maintain
Baked stuffed fish,Breakfast,182,24.2,3.2,8.1,Non-Veg,Fish,Non-Veg_Breakfast,Muscle Gain
Baked stuffed fish,Snack,182,24.2,3.2,8.1,Non-Veg,Fish,Non-Veg_Snack,Muscle Gain
Fish pie,Breakfast,181,13.9,11.6,8.7,Non-Veg,Fish,Non-Veg_Breakfast,Weight Loss
Fish pie,Snack,181,13.9,11.6,8.7,Non-Veg,Fish,Non-Veg_Snack,Weight Loss
Crispy baked fish,Breakfast,207,16.4,14.4,9.6,Non-Veg,Fish,Non-Veg_Breakfast,Weight Loss
Crispy baked fish,Snack,207,16.4,14.4,9.6,Non-Veg,Fish,Non-Veg_Snack,Weight Loss
Fish souffle,Breakfast,209,15.8,7.7,12.8,Non-Veg,Fish,Non-Veg_Breakfast,Maintain
Fish souffle,Snack,209,15.8,7.7,12.8,Non-Veg,Fish,Non-Veg_Snack,Maintain
Potato curry (Aloo ki sabzi),Breakfast,134,2.3,15.6,6.7,Veg,,Veg_Breakfast,Weight Loss
Potato curry (Aloo ki sabzi),Snack,134,2.3,15.6,6.7,Veg,,Veg_Snack,Weight Loss
Egg curry (Anda curry),Breakfast,176,8.1,6.0,13.2,Non-Veg,Eggs,Non-Veg_Breakfast,Maintain
Vegetable curry with coconut ,Breakfast,124,4.2,10.8,7.0,Veg,Nuts,Veg_Breakfast,Weight Loss
Vegetable curry with coconut ,Snack,124,4.2,10.8,7.0,Veg,Nuts,Veg_Snack,Weight Loss
Curd with potatoes (Dahi aloo),Breakfast,89,2.3,10.7,4.1,Veg,Dairy,Veg_Breakfast,Weight Loss
Curd with potatoes (Dahi aloo),Snack,89,2.3,10.7,4.1,Veg,Dairy,Veg_Snack,Weight Loss
Potato kofta curry (Aloo kofta curry),Lunch,1138,1.4,7.0,122.7,Veg,,Veg_Lunch,Maintain
Potato kofta curry (Aloo kofta curry),Dinner,1138,1.4,7.0,122.7,Veg,,Veg_Dinner,Maintain
Yam kofta curry (Zimikand/Suran kofta curry),Lunch,807,1.8,9.4,84.6,Veg,,Veg_Lunch,Maintain
Yam kofta curry (Zimikand/Suran kofta curry),Dinner,807,1.8,9.4,84.6,Veg,,Veg_Dinner,Maintain
Jackfruit kofta curry (Kathal ka kofta curry),Lunch,802,2.0,7.9,84.6,Veg,,Veg_Lunch,Maintain
Jackfruit kofta curry (Kathal ka kofta curry),Dinner,802,2.0,7.9,84.6,Veg,,Veg_Dinner,Maintain
Spinach and potato (Palak aloo),Breakfast,85,2.4,8.9,4.2,Veg,,Veg_Breakfast,Weight Loss
Spinach and potato (Palak aloo),Snack,85,2.4,8.9,4.2,Veg,,Veg_Snack,Weight Loss
Mooli bhujia,Breakfast,136,2.5,7.1,10.9,Veg,,Veg_Breakfast,Maintain
Mooli bhujia,Snack,136,2.5,7.1,10.9,Veg,,Veg_Snack,Maintain
Bathua bhujia,Breakfast,136,3.4,5.4,10.9,Veg,,Veg_Breakfast,Maintain
Bathua bhujia,Snack,136,3.4,5.4,10.9,Veg,,Veg_Snack,Maintain
Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),Breakfast,213,12.3,9.1,14.0,Veg,,Veg_Breakfast,Maintain
Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),Snack,213,12.3,9.1,14.0,Veg,,Veg_Snack,Maintain
Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),Breakfast,186,8.6,10.5,12.3,Veg,,Veg_Breakfast,Maintain
Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),Snack,186,8.6,10.5,12.3,Veg,,Veg_Snack,Maintain
Dry arbi (Sookhi arbi),Breakfast,202,3.2,16.7,13.5,Veg,,Veg_Breakfast,Maintain
Dry arbi (Sookhi arbi),Snack,202,3.2,16.7,13.5,Veg,,Veg_Snack,Maintain
Masala arbi,Lunch,463,7.5,40.4,29.8,Veg,,Veg_Lunch,Maintain
Masala arbi,Dinner,463,7.5,40.4,29.8,Veg,,Veg_Dinner,Maintain
Peas brinjal bhartha (Matar baingan bhartha),Breakfast,126,3.1,7.5,9.1,Veg,,Veg_Breakfast,Weight Loss
Peas brinjal bhartha (Matar baingan bhartha),Snack,126,3.1,7.5,9.1,Veg,,Veg_Snack,Weight Loss
Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),Breakfast,166,2.7,6.8,13.9,Veg,,Veg_Breakfast,Maintain
Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),Snack,166,2.7,6.8,13.9,Veg,,Veg_Snack,Maintain
Crispy okra/Crispy lady's fingers (Karare bhindi),Lunch,1644,4.8,10.9,176.0,Veg,,Veg_Lunch,Maintain
Crispy okra/Crispy lady's fingers (Karare bhindi),Dinner,1644,4.8,10.9,176.0,Veg,,Veg_Dinner,Maintain
Beans foogath,Breakfast,157,3.0,4.9,13.8,Veg,,Veg_Breakfast,Maintain
Beans foogath,Snack,157,3.0,4.9,13.8,Veg,,Veg_Snack,Maintain
Stuffed bittergourd (wet) (Bharwa karele),Lunch,405,3.4,11.7,38.1,Veg,,Veg_Lunch,Maintain
Stuffed bittergourd (wet) (Bharwa karele),Dinner,405,3.4,11.7,38.1,Veg,,Veg_Dinner,Maintain
Jackfruit/Kathal (dry),Lunch,1222,2.3,11.4,129.4,Veg,,Veg_Lunch,Maintain
Jackfruit/Kathal (dry),Dinner,1222,2.3,11.4,129.4,Veg,,Veg_Dinner,Maintain
Yam fried (Zimikand/Suran fried),Lunch,1229,2.0,13.7,129.5,Veg,,Veg_Lunch,Maintain
Yam fried (Zimikand/Suran fried),Dinner,1229,2.0,13.7,129.5,Veg,,Veg_Dinner,Maintain
"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",Breakfast,143,4.1,12.3,8.3,Veg,,Veg_Breakfast,Weight Loss
"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",Snack,143,4.1,12.3,8.3,Veg,,Veg_Snack,Weight Loss
Vegetable jalfrezi,Breakfast,102,2.1,8.1,6.6,Veg,,Veg_Breakfast,Weight Loss
Vegetable jalfrezi,Snack,102,2.1,8.1,6.6,Veg,,Veg_Snack,Weight Loss
Vegetables stir fry ,Breakfast,92,3.1,9.6,4.4,Veg,,Veg_Breakfast,Weight Loss
Vegetables stir fry ,Snack,92,3.1,9.6,4.4,Veg,,Veg_Snack,Weight Loss
Broccoli delight,Breakfast,122,7.5,7.0,7.4,Veg,,Veg_Breakfast,Weight Loss
Broccoli delight,Snack,122,7.5,7.0,7.4,Veg,,Veg_Snack,Weight Loss
Dhansak (vegetarian),Breakfast,124,5.0,10.9,6.3,Veg,,Veg_Breakfast,Weight Loss
Dhansak (vegetarian),Snack,124,5.0,10.9,6.3,Veg,,Veg_Snack,Weight Loss
Cauliflower basket,Breakfast,136,7.8,6.0,8.8,Veg,,Veg_Breakfast,Weight Loss
Cauliflower basket,Snack,136,7.8,6.0,8.8,Veg,,Veg_Snack,Weight Loss
Stuffed bottle gourd (Stuffed ghiya/lauki),Breakfast,139,8.8,6.5,8.7,Veg,,Veg_Breakfast,Weight Loss
Stuffed bottle gourd (Stuffed ghiya/lauki),Snack,139,8.8,6.5,8.7,Veg,,Veg_Snack,Weight Loss
Ducheese potato,Breakfast,210,5.4,16.4,13.5,Veg,,Veg_Breakfast,Maintain
Ducheese potato,Snack,210,5.4,16.4,13.5,Veg,,Veg_Snack,Maintain
Roast potatoes ,Breakfast,130,2.3,21.8,3.5,Veg,,Veg_Breakfast,Weight Loss
Roast potatoes ,Snack,130,2.3,21.8,3.5,Veg,,Veg_Snack,Weight Loss
Stuffed baked potatoes ,Breakfast,150,5.7,16.5,6.6,Veg,,Veg_Breakfast,Weight Loss
Stuffed baked potatoes ,Snack,150,5.7,16.5,6.6,Veg,,Veg_Snack,Weight Loss
Potato nests,Breakfast,167,8.6,16.6,7.2,Veg,,Veg_Breakfast,Weight Loss
Potato nests,Snack,167,8.6,16.6,7.2,Veg,,Veg_Snack,Weight Loss
Parsley potato,Breakfast,179,2.2,20.7,9.4,Veg,,Veg_Breakfast,Weight Loss
Parsley potato,Snack,179,2.2,20.7,9.4,Veg,,Veg_Snack,Weight Loss
Creamed spinach and mushroom,Lunch,1049,5.7,7.9,110.4,Veg,Dairy,Veg_Lunch,Maintain
Creamed spinach and mushroom,Dinner,1049,5.7,7.9,110.4,Veg,Dairy,Veg_Dinner,Maintain
Fricassee of Mushroom,Breakfast,159,5.5,12.2,9.9,Veg,,Veg_Breakfast,Weight Loss
Fricassee of Mushroom,Snack,159,5.5,12.2,9.9,Veg,,Veg_Snack,Weight Loss
Cauliflower au gratin,Breakfast,218,6.7,13.7,15.3,Veg,,Veg_Breakfast,Maintain
Cauliflower au gratin,Snack,218,6.7,13.7,15.3,Veg,,Veg_Snack,Maintain
Vegetable and cheese pie,Breakfast,190,6.0,13.1,12.4,Veg,,Veg_Breakfast,Maintain
Vegetable and cheese pie,Snack,190,6.0,13.1,12.4,Veg,,Veg_Snack,Maintain
Spinach souffle ,Lunch,375,18.4,15.7,26.3,Veg,,Veg_Lunch,Maintain
Spinach souffle ,Dinner,375,18.4,15.7,26.3,Veg,,Veg_Dinner,Maintain
Beetroot and egg salad (Chukandar aur ande ka salad),Breakfast,127,5.0,5.1,9.7,Non-Veg,Eggs,Non-Veg_Breakfast,Weight Loss
Sour cream potato salad,Breakfast,182,4.3,13.6,12.2,Veg,Dairy,Veg_Breakfast,Maintain
Sour cream potato salad,Snack,182,4.3,13.6,12.2,Veg,Dairy,Veg_Snack,Maintain
Tossed green salad,Breakfast,149,4.0,11.5,9.7,Veg,,Veg_Breakfast,Weight Loss
Tossed green salad,Snack,149,4.0,11.5,9.7,Veg,,Veg_Snack,Weight Loss
Spring basket salad,Lunch,401,8.4,29.0,28.2,Veg,,Veg_Lunch,Maintain
Spring basket salad,Dinner,401,8.4,29.0,28.2,Veg,,Veg_Dinner,Maintain
Cucumber and yogurt salad (Kheere aur dahi ka salad),Breakfast,108,6.3,14.2,2.8,Veg,Dairy,Veg_Breakfast,Weight Loss
Cucumber and yogurt salad (Kheere aur dahi ka salad),Snack,108,6.3,14.2,2.8,Veg,Dairy,Veg_Snack,Weight Loss
Chicken and tomato towers,Breakfast,150,10.4,3.5,10.5,Non-Veg,,Non-Veg_Breakfast,Maintain
Chicken and tomato towers,Snack,150,10.4,3.5,10.5,Non-Veg,,Non-Veg_Snack,Maintain
Jellied sunshine fruit salad,Breakfast,146,17.5,12.6,2.6,Veg,,Veg_Breakfast,Weight Loss
Jellied sunshine fruit salad,Snack,146,17.5,12.6,2.6,Veg,,Veg_Snack,Weight Loss
Tomato aspic,Breakfast,75,10.3,7.5,0.4,Veg,,Veg_Breakfast,Weight Loss
Tomato aspic,Snack,75,10.3,7.5,0.4,Veg,,Veg_Snack,Weight Loss
Frozen frosty fruit salad (Phalon ka salaad),Breakfast,155,2.5,23.4,6.3,Veg,,Veg_Breakfast,Weight Loss
Frozen frosty fruit salad (Phalon ka salaad),Snack,155,2.5,23.4,6.3,Veg,,Veg_Snack,Weight Loss
French dressing,Lunch,1834,0.8,9.2,199.1,Veg,,Veg_Lunch,Maintain
French dressing,Dinner,1834,0.8,9.2,199.1,Veg,,Veg_Dinner,Maintain
Mayonnaise without eggs,Breakfast,822,5.3,10.0,84.6,Non-Veg,Eggs,Non-Veg_Breakfast,Maintain
Curd dressing ,Breakfast,118,8.4,12.0,4.4,Veg,Dairy,Veg_Breakfast,Weight Loss
Curd dressing ,Snack,118,8.4,12.0,4.4,Veg,Dairy,Veg_Snack,Weight Loss
Carrot raita (Gajar ka raita),Breakfast,97,6.2,10.8,3.3,Veg,,Veg_Breakfast,Weight Loss
Carrot raita (Gajar ka raita),Snack,97,6.2,10.8,3.3,Veg,,Veg_Snack,Weight Loss
Pumpkin raita (Kaddu ka raita),Breakfast,83,5.6,9.0,2.8,Veg,,Veg_Breakfast,Weight Loss
Pumpkin raita (Kaddu ka raita),Snack,83,5.6,9.0,2.8,Veg,,Veg_Snack,Weight Loss
Mint and peanut raita (Pudinay aur moongfali ka raita),Breakfast,168,10.6,11.0,9.3,Veg,Nuts,Veg_Breakfast,Weight Loss
Mint and peanut raita (Pudinay aur moongfali ka raita),Snack,168,10.6,11.0,9.3,Veg,Nuts,Veg_Snack,Weight Loss
Spinach raita (Palak ka raita),Breakfast,79,5.9,7.6,2.8,Veg,,Veg_Breakfast,Weight Loss
Spinach raita (Palak ka raita),Snack,79,5.9,7.6,2.8,Veg,,Veg_Snack,Weight Loss
Bathua raita,Breakfast,81,6.2,8.0,2.6,Veg,,Veg_Breakfast,Weight Loss
Bathua raita,Snack,81,6.2,8.0,2.6,Veg,,Veg_Snack,Weight Loss
Pineapple raita (Ananas ka raita),Breakfast,101,5.8,12.9,3.0,Veg,,Veg_Breakfast,Weight Loss
Pineapple raita (Ananas ka raita),Snack,101,5.8,12.9,3.0,Veg,,Veg_Snack,Weight Loss
Banana raita (Kele ka raita),Breakfast,133,6.2,20.3,3.1,Veg,,Veg_Breakfast,Weight Loss
Banana raita (Kele ka raita),Snack,133,6.2,20.3,3.1,Veg,,Veg_Snack,Weight Loss
Mango raita (Aam ka raita),Breakfast,101,5.8,12.3,3.2,Veg,,Veg_Breakfast,Weight Loss
Mango raita (Aam ka raita),Snack,101,5.8,12.3,3.2,Veg,,Veg_Snack,Weight Loss
Guava raita (Amarood ka raita),Breakfast,96,6.3,10.9,3.1,Veg,,Veg_Breakfast,Weight Loss
Guava raita (Amarood ka raita),Snack,96,6.3,10.9,3.1,Veg,,Veg_Snack,Weight Loss
Grapes raita (Angoor ka raita),Breakfast,108,6.0,14.5,3.1,Veg,,Veg_Breakfast,Weight Loss
Grapes raita (Angoor ka raita),Snack,108,6.0,14.5,3.1,Veg,,Veg_Snack,Weight Loss
