Name,Type,calories,protein,carbohydrate,total_fat,Tags,Allergens,Swap_Group,Goal
Spinach khichri (Palak khichri/khichdi),Snack,153,5.1,26.0,2.9,Veg,,Veg_Snack,Weight Loss
Vegetable mix,Lunch,435,11.8,90.1,2.3,Veg,,Veg_Lunch,Maintain
Vegetable mix,Dinner,435,11.8,90.1,2.3,Veg,,Veg_Dinner,Maintain
Lentils and wheat porridge (Dal wheat porridge/daliya ),Breakfast,78,4.1,12.5,1.4,Veg,Gluten,Veg_Breakfast,Weight Loss
Lentils and wheat porridge (Dal wheat porridge/daliya ),Snack,78,4.1,12.5,1.4,Veg,Gluten,Veg_Snack,Weight Loss
Maize porridge,Breakfast,134,3.2,23.5,2.8,Veg,,Veg_Breakfast,Weight Loss
Maize porridge,Snack,134,3.2,23.5,2.8,Veg,,Veg_Snack,Weight Loss
Spinach peanut burfi (Palak aur mungfali ki burfi),Breakfast,158,5.0,20.4,6.6,Veg,Nuts,Veg_Breakfast,Weight Loss
Spinach peanut burfi (Palak aur mungfali ki burfi),Snack,158,5.0,20.4,6.6,Veg,Nuts,Veg_Snack,Weight Loss
Split bengal gram burfi/fudge (Channa dal burfi),Lunch,718,11.6,136.6,17.7,Veg,,Veg_Lunch,Maintain
Split bengal gram burfi/fudge (Channa dal burfi),Dinner,718,11.6,136.6,17.7,Veg,,Veg_Dinner,Maintain
Chickpea flour cookies (Sweet besan rounds/cookies),Lunch,517,10.7,99.1,8.6,Veg,,Veg_Lunch,Maintain
Chickpea flour cookies (Sweet besan rounds/cookies),Dinner,517,10.7,99.1,8.6,Veg,,Veg_Dinner,Maintain
Pearl millet mathri (Bajra mathri),Lunch,1962,4.6,18.6,207.8,Veg,,Veg_Lunch,Maintain
Pearl millet mathri (Bajra mathri),Dinner,1962,4.6,18.6,207.8,Veg,,Veg_Dinner,Maintain
Sesame biscuit (Til ke biscuit),Snack,1060,20.7,134.1,48.4,Veg,,Veg_Snack,Muscle Gain
Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),Lunch,1643,10.1,21.7,168.0,Veg,,Veg_Lunch,Maintain
Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),Dinner,1643,10.1,21.7,168.0,Veg,,Veg_Dinner,Maintain
Poshtik namak paras,Lunch,1533,16.2,48.8,141.4,Veg,,Veg_Lunch,Maintain
Poshtik namak paras,Dinner,1533,16.2,48.8,141.4,Veg,,Veg_Dinner,Maintain
Soya chikki,Lunch,1059,18.0,157.2,38.8,Veg,Soy,Veg_Lunch,Maintain
Soya chikki,Dinner,1059,18.0,157.2,38.8,Veg,Soy,Veg_Dinner,Maintain
Besan bathua chilla/cheela,Lunch,934,28.7,101.6,46.4,Veg,,Veg_Lunch,Muscle Gain
Besan bathua chilla/cheela,Dinner,934,28.7,101.6,46.4,Veg,,Veg_Dinner,Muscle Gain
Wheat flour and nuts ladoos (Atta nuts ladoos),Lunch,979,23.7,110.8,48.0,Veg,"Nuts, Gluten",Veg_Lunch,Muscle Gain
Wheat flour and nuts ladoos (Atta nuts ladoos),Dinner,979,23.7,110.8,48.0,Veg,"Nuts, Gluten",Veg_Dinner,Muscle Gain
Gram flour and semolina dhokla (Besan suji dhokla),Lunch,497,21.3,64.8,17.8,Veg,,Veg_Lunch,Muscle Gain
Gram flour and semolina dhokla (Besan suji dhokla),Dinner,497,21.3,64.8,17.8,Veg,,Veg_Dinner,Muscle Gain
Atta dal burfi ,Lunch,747,16.6,101.6,31.2,Veg,,Veg_Lunch,Maintain
Atta dal burfi ,Dinner,747,16.6,101.6,31.2,Veg,,Veg_Dinner,Maintain
Soya roti,Lunch,709,23.0,100.1,23.1,Veg,"Gluten, Soy",Veg_Lunch,Muscle Gain
Soya roti,Dinner,709,23.0,100.1,23.1,Veg,"Gluten, Soy",Veg_Dinner,Muscle Gain
Poshtik khichdi/khichri,Breakfast,140,4.6,23.5,2.8,Veg,,Veg_Breakfast,Weight Loss
Poshtik khichdi/khichri,Snack,140,4.6,23.5,2.8,Veg,,Veg_Snack,Weight Loss
Namkeen daliya,Lunch,737,20.7,123.3,20.0,Veg,,Veg_Lunch,Muscle Gain
Namkeen daliya,Dinner,737,20.7,123.3,20.0,Veg,,Veg_Dinner,Muscle Gain
Sprouts upma ,Breakfast,790,23.8,112.4,26.1,Veg,,Veg_Breakfast,Muscle Gain
Semolina idli (Suji/Rava idli),Breakfast,515,23.4,84.2,8.7,Veg,,Veg_Breakfast,Muscle Gain
Poshtik chilla/cheela,Lunch,398,12.1,68.7,7.6,Veg,,Veg_Lunch,Weight Loss
Poshtik chilla/cheela,Dinner,398,12.1,68.7,7.6,Veg,,Veg_Dinner,Weight Loss
Stuffed bittergourd (dry) (Bharwa karela),Lunch,544,3.2,6.2,56.0,Veg,,Veg_Lunch,Maintain
Stuffed bittergourd (dry) (Bharwa karela),Dinner,544,3.2,6.2,56.0,Veg,,Veg_Dinner,Maintain
Cauliflower potato canjee,Breakfast,50,1.7,7.9,1.2,Veg,,Veg_Breakfast,Weight Loss
Cauliflower potato canjee,Snack,50,1.7,7.9,1.2,Veg,,Veg_Snack,Weight Loss
Creamed spinach,Breakfast,145,7.8,6.7,9.6,Veg,Dairy,Veg_Breakfast,Weight Loss
Creamed spinach,Snack,145,7.8,6.7,9.6,Veg,Dairy,Veg_Snack,Weight Loss
Mango milkshake with ice cream (Aam milkshake ice cream ke saath),Snack,102,2.9,13.8,4.2,Veg,Dairy,Veg_Snack,Weight Loss
Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),Snack,102,2.9,14.0,4.1,Veg,Dairy,Veg_Snack,Weight Loss
Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),Snack,101,2.9,13.7,4.1,Veg,Dairy,Veg_Snack,Weight Loss
Woodapple juice (Bel ka sharbat),Breakfast,102,1.9,19.5,2.1,Veg,,Veg_Breakfast,Weight Loss
Woodapple juice (Bel ka sharbat),Snack,102,1.9,19.5,2.1,Veg,,Veg_Snack,Weight Loss
Sattu drink,Breakfast,70,1.7,15.5,0.4,Veg,,Veg_Breakfast,Weight Loss
Sattu drink,Snack,70,1.7,15.5,0.4,Veg,,Veg_Snack,Weight Loss
Apple and honey sorbet (Seb aur shehad ka sharbat),Breakfast,181,0.2,46.1,0.4,Veg,,Veg_Breakfast,Weight Loss
Apple and honey sorbet (Seb aur shehad ka sharbat),Snack,181,0.2,46.1,0.4,Veg,,Veg_Snack,Weight Loss
Thandai,Breakfast,151,5.4,13.7,8.8,Veg,,Veg_Breakfast,Weight Loss
Thandai,Snack,151,5.4,13.7,8.8,Veg,,Veg_Snack,Weight Loss
Cucumber sharbat (Kheere ka sharbat),Breakfast,81,0.8,19.9,0.2,Veg,,Veg_Breakfast,Weight Loss
Cucumber sharbat (Kheere ka sharbat),Snack,81,0.8,19.9,0.2,Veg,,Veg_Snack,Weight Loss
Apple oats chia seed smoothie,Breakfast,128,5.2,19.6,3.7,Veg,,Veg_Breakfast,Weight Loss
Apple oats chia seed smoothie,Snack,128,5.2,19.6,3.7,Veg,,Veg_Snack,Weight Loss
Nannari sharbat,Breakfast,133,0.0,35.4,0.0,Veg,,Veg_Breakfast,Weight Loss
Nannari sharbat,Snack,133,0.0,35.4,0.0,Veg,,Veg_Snack,Weight Loss
Semolina milk drink (Thari kanji),Breakfast,132,2.9,20.8,4.1,Veg,Dairy,Veg_Breakfast,Weight Loss
Semolina milk drink (Thari kanji),Snack,132,2.9,20.8,4.1,Veg,Dairy,Veg_Snack,Weight Loss
Saffron milk (Kesariya doodh),Breakfast,153,4.8,19.0,6.9,Veg,Dairy,Veg_Breakfast,Weight Loss
Saffron milk (Kesariya doodh),Snack,153,4.8,19.0,6.9,Veg,Dairy,Veg_Snack,Weight Loss
Black rice kheer (Chak-hao kheer),Breakfast,221,6.6,34.4,7.4,Veg,,Veg_Breakfast,Weight Loss
Black rice kheer (Chak-hao kheer),Snack,221,6.6,34.4,7.4,Veg,,Veg_Snack,Weight Loss
Coconut kheer (Nariyal ki kheer),Lunch,406,8.5,36.0,26.4,Veg,Nuts,Veg_Lunch,Maintain
Coconut kheer (Nariyal ki kheer),Dinner,406,8.5,36.0,26.4,Veg,Nuts,Veg_Dinner,Maintain
Apple sago payasam (Seb aur sabudana ki kheer),Breakfast,204,4.7,21.6,11.5,Veg,,Veg_Breakfast,Maintain
Apple sago payasam (Seb aur sabudana ki kheer),Snack,204,4.7,21.6,11.5,Veg,,Veg_Snack,Maintain
Kesari bath,Lunch,611,6.0,78.4,31.5,Veg,,Veg_Lunch,Maintain
Kesari bath,Dinner,611,6.0,78.4,31.5,Veg,,Veg_Dinner,Maintain
Putharekulu,Lunch,795,9.2,149.0,18.9,Veg,,Veg_Lunch,Maintain
Putharekulu,Dinner,795,9.2,149.0,18.9,Veg,,Veg_Dinner,Maintain
Mango malpua,Lunch,836,4.1,32.1,76.7,Veg,,Veg_Lunch,Maintain
Mango malpua,Dinner,836,4.1,32.1,76.7,Veg,,Veg_Dinner,Maintain
Mango vanilla custard,Breakfast,221,5.1,27.6,10.6,Veg,,Veg_Breakfast,Maintain
Mango vanilla custard,Snack,221,5.1,27.6,10.6,Veg,,Veg_Snack,Maintain
Kiwi granola pudding,Lunch,702,14.0,80.8,38.4,Veg,,Veg_Lunch,Maintain
Kiwi granola pudding,Dinner,702,14.0,80.8,38.4,Veg,,Veg_Dinner,Maintain
Oats burfi,Lunch,1062,22.2,156.2,43.2,Veg,,Veg_Lunch,Muscle Gain
Oats burfi,Dinner,1062,22.2,156.2,43.2,Veg,,Veg_Dinner,Muscle Gain
Lotus seed halwa (Kamal gattay ka halwa),Lunch,926,19.5,98.9,51.7,Veg,,Veg_Lunch,Maintain
Lotus seed halwa (Kamal gattay ka halwa),Dinner,926,19.5,98.9,51.7,Veg,,Veg_Dinner,Maintain
Amaranth ladoo (Rajgira ladoo),Lunch,1135,25.3,128.3,56.8,Veg,,Veg_Lunch,Muscle Gain
Amaranth ladoo (Rajgira ladoo),Dinner,1135,25.3,128.3,56.8,Veg,,Veg_Dinner,Muscle Gain
Chhena poda,Lunch,861,34.2,84.1,44.8,Veg,,Veg_Lunch,Muscle Gain
Chhena poda,Dinner,861,34.2,84.1,44.8,Veg,,Veg_Dinner,Muscle Gain
Sweet couscous dessert,Lunch,490,9.5,74.2,19.2,Veg,,Veg_Lunch,Maintain
Sweet couscous dessert,Dinner,490,9.5,74.2,19.2,Veg,,Veg_Dinner,Maintain
Sweetened yogurt (Shrikhand),Breakfast,160,7.9,24.0,4.3,Veg,Dairy,Veg_Breakfast,Weight Loss
Sweetened yogurt (Shrikhand),Snack,160,7.9,24.0,4.3,Veg,Dairy,Veg_Snack,Weight Loss
Thickened sweetened milk (Rabri),Breakfast,154,5.3,15.8,8.0,Veg,Dairy,Veg_Breakfast,Weight Loss
Thickened sweetened milk (Rabri),Snack,154,5.3,15.8,8.0,Veg,Dairy,Veg_Snack,Weight Loss
Gram flour halwa (Besan halwa),Lunch,691,14.7,64.4,43.2,Veg,,Veg_Lunch,Maintain
Gram flour halwa (Besan halwa),Dinner,691,14.7,64.4,43.2,Veg,,Veg_Dinner,Maintain
Prawn sandwich,Lunch,424,25.9,29.7,23.2,Non-Veg,Fish,Non-Veg_Lunch,Muscle Gain
Prawn sandwich,Dinner,424,25.9,29.7,23.2,Non-Veg,Fish,Non-Veg_Dinner,Muscle Gain
Watercress sandwich,Lunch,573,12.9,70.1,28.7,Veg,,Veg_Lunch,Maintain
Watercress sandwich,Dinner,573,12.9,70.1,28.7,Veg,,Veg_Dinner,Maintain
Fish sandwich ,Lunch,375,11.8,25.2,25.9,Non-Veg,Fish,Non-Veg_Lunch,Maintain
Fish sandwich ,Dinner,375,11.8,25.2,25.9,Non-Veg,Fish,Non-Veg_Dinner,Maintain
Kidney bean sandwich with cottage cheese,Lunch,441,24.6,47.2,17.1,Veg,,Veg_Lunch,Muscle Gain
Kidney bean sandwich with cottage cheese,Dinner,441,24.6,47.2,17.1,Veg,,Veg_Dinner,Muscle Gain
Finger millet biscuit (Ragi biscuit),Snack,1146,10.1,131.7,64.5,Veg,,Veg_Snack,Maintain
Buttermilk biscuit,Snack,806,14.4,87.3,43.8,Veg,Dairy,Veg_Snack,Maintain
Lemon cookies,Lunch,986,14.1,105.5,57.6,Veg,,Veg_Lunch,Maintain
Lemon cookies,Dinner,986,14.1,105.5,57.6,Veg,,Veg_Dinner,Maintain
Sweet potato biscuit (Shakarkand ke biscuit),Snack,741,12.8,95.3,33.3,Veg,,Veg_Snack,Maintain
Raspberry shortbread cookies,Lunch,1102,7.5,153.1,53.1,Veg,Gluten,Veg_Lunch,Maintain
Raspberry shortbread cookies,Dinner,1102,7.5,153.1,53.1,Veg,Gluten,Veg_Dinner,Maintain
Pumpkin cookies ,Lunch,546,6.3,111.7,9.8,Veg,,Veg_Lunch,Maintain
Pumpkin cookies ,Dinner,546,6.3,111.7,9.8,Veg,,Veg_Dinner,Maintain
Greenpea cookies,Lunch,398,16.3,57.7,10.6,Veg,,Veg_Lunch,Maintain
Greenpea cookies,Dinner,398,16.3,57.7,10.6,Veg,,Veg_Dinner,Maintain
Sunflower cookies,Lunch,1301,23.7,100.2,90.7,Veg,,Veg_Lunch,Muscle Gain
Sunflower cookies,Dinner,1301,23.7,100.2,90.7,Veg,,Veg_Dinner,Muscle Gain
Cardamom cookies (Elaichi cookies),Lunch,1001,12.8,135.0,47.8,Veg,,Veg_Lunch,Maintain
Cardamom cookies (Elaichi cookies),Dinner,1001,12.8,135.0,47.8,Veg,,Veg_Dinner,Maintain
Hazelnut cookies,Lunch,1233,15.6,98.6,87.4,Veg,Nuts,Veg_Lunch,Maintain
Hazelnut cookies,Dinner,1233,15.6,98.6,87.4,Veg,Nuts,Veg_Dinner,Maintain
Milk cookies,Lunch,1148,26.2,121.1,62.4,Veg,Dairy,Veg_Lunch,Muscle Gain
Milk cookies,Dinner,1148,26.2,121.1,62.4,Veg,Dairy,Veg_Dinner,Muscle Gain
Cranberry cookies,Lunch,681,9.8,91.0,31.6,Veg,,Veg_Lunch,Maintain
Cranberry cookies,Dinner,681,9.8,91.0,31.6,Veg,,Veg_Dinner,Maintain
Olive biscuit,Snack,1095,8.0,137.5,59.4,Veg,,Veg_Snack,Maintain
Tutti fruitti biscuit,Snack,1051,13.0,132.8,44.8,Veg,,Veg_Snack,Maintain
Peach blueberry preserves,Lunch,443,1.3,114.4,0.5,Veg,,Veg_Lunch,Maintain
Peach blueberry preserves,Dinner,443,1.3,114.4,0.5,Veg,,Veg_Dinner,Maintain
Pear preserves (Naashpati ka murabba),Breakfast,151,0.4,38.5,0.3,Veg,,Veg_Breakfast,Weight Loss
Pear preserves (Naashpati ka murabba),Snack,151,0.4,38.5,0.3,Veg,,Veg_Snack,Weight Loss
Starfruit preserves ,Breakfast,193,0.4,50.4,0.2,Veg,,Veg_Breakfast,Weight Loss
Starfruit preserves ,Snack,193,0.4,50.4,0.2,Veg,,Veg_Snack,Weight Loss
Gooseberry pickle (Amla ka achaar),Lunch,696,3.9,19.0,69.0,Veg,,Veg_Lunch,Maintain
Gooseberry pickle (Amla ka achaar),Dinner,696,3.9,19.0,69.0,Veg,,Veg_Dinner,Maintain
Lotus stem pickle (Kamal kakdi ka achar),Breakfast,154,2.2,30.1,2.4,Veg,,Veg_Breakfast,Weight Loss
Lotus stem pickle (Kamal kakdi ka achar),Snack,154,2.2,30.1,2.4,Veg,,Veg_Snack,Weight Loss
Date pickle (Khajoor ka achaar),Lunch,455,4.2,86.6,10.5,Veg,,Veg_Lunch,Maintain
Date pickle (Khajoor ka achaar),Dinner,455,4.2,86.6,10.5,Veg,,Veg_Dinner,Maintain
Garlic pickle (Lahasun ka achar),Lunch,1034,9.3,24.4,99.7,Veg,,Veg_Lunch,Maintain
Garlic pickle (Lahasun ka achar),Dinner,1034,9.3,24.4,99.7,Veg,,Veg_Dinner,Maintain
Fermented bamboo shoot pickle (Mesu pickle),Breakfast,89,2.4,2.6,8.4,Veg,,Veg_Breakfast,Weight Loss
Fermented bamboo shoot pickle (Mesu pickle),Snack,89,2.4,2.6,8.4,Veg,,Veg_Snack,Weight Loss
Sweet peach pickle (Aadoo ka achaar),Breakfast,216,0.7,55.5,0.3,Veg,,Veg_Breakfast,Weight Loss
Sweet peach pickle (Aadoo ka achaar),Snack,216,0.7,55.5,0.3,Veg,,Veg_Snack,Weight Loss
Pickled mustard greens ,Breakfast,39,4.5,3.2,0.7,Veg,,Veg_Breakfast,Weight Loss
Pickled mustard greens ,Snack,39,4.5,3.2,0.7,Veg,,Veg_Snack,Weight Loss
Small onion pickle ,Breakfast,50,4.9,8.3,1.9,Veg,,Veg_Breakfast,Weight Loss
Small onion pickle ,Snack,50,4.9,8.3,1.9,Veg,,Veg_Snack,Weight Loss
Green tomato pickle (Haray tamatar ka achaar),Lunch,483,3.1,7.2,49.2,Veg,,Veg_Lunch,Maintain
Green tomato pickle (Haray tamatar ka achaar),Dinner,483,3.1,7.2,49.2,Veg,,Veg_Dinner,Maintain
Pickled cabbage ,Breakfast,41,1.2,7.7,0.4,Veg,,Veg_Breakfast,Weight Loss
Pickled cabbage ,Snack,41,1.2,7.7,0.4,Veg,,Veg_Snack,Weight Loss
Coconut pickle (Nariyal ka aachar),Lunch,1293,7.6,28.8,129.3,Veg,Nuts,Veg_Lunch,Maintain
Coconut pickle (Nariyal ka aachar),Dinner,1293,7.6,28.8,129.3,Veg,Nuts,Veg_Dinner,Maintain
Potato pickle (Aloo ka achaar),Lunch,922,5.2,19.7,91.2,Veg,,Veg_Lunch,Maintain
Potato pickle (Aloo ka achaar),Dinner,922,5.2,19.7,91.2,Veg,,Veg_Dinner,Maintain
Mango murabba candy,Lunch,733,0.7,193.3,0.1,Veg,,Veg_Lunch,Maintain
Mango murabba candy,Dinner,733,0.7,193.3,0.1,Veg,,Veg_Dinner,Maintain
Afghani chicken,Lunch,378,39.2,4.9,22.7,Non-Veg,,Non-Veg_Lunch,Muscle Gain
Afghani chicken,Dinner,378,39.2,4.9,22.7,Non-Veg,,Non-Veg_Dinner,Muscle Gain
Fish orly,Lunch,1409,14.7,10.7,145.4,Non-Veg,Fish,Non-Veg_Lunch,Maintain
Fish orly,Dinner,1409,14.7,10.7,145.4,Non-Veg,Fish,Non-Veg_Dinner,Maintain
Hariyali Fish Tikka,Lunch,375,35.0,5.5,23.5,Non-Veg,Fish,Non-Veg_Lunch,Muscle Gain
Hariyali Fish Tikka,Dinner,375,35.0,5.5,23.5,Non-Veg,Fish,Non-Veg_Dinner,Muscle Gain
Chicken manchurian,Breakfast,213,14.3,9.1,17.9,Non-Veg,,Non-Veg_Breakfast,Maintain
Chicken manchurian,Snack,213,14.3,9.1,17.9,Non-Veg,,Non-Veg_Snack,Maintain
Handi chicken,Lunch,415,30.8,3.7,31.2,Non-Veg,,Non-Veg_Lunch,Muscle Gain
Handi chicken,Dinner,415,30.8,3.7,31.2,Non-Veg,,Non-Veg_Dinner,Muscle Gain
Lemon chicken,Lunch,424,50.5,1.4,24.2,Non-Veg,,Non-Veg_Lunch,Muscle Gain
Lemon chicken,Dinner,424,50.5,1.4,24.2,Non-Veg,,Non-Veg_Dinner,Muscle Gain
Lemon butter fish,Lunch,400,40.9,1.9,25.6,Non-Veg,Fish,Non-Veg_Lunch,Muscle Gain
Lemon butter fish,Dinner,400,40.9,1.9,25.6,Non-Veg,Fish,Non-Veg_Dinner,Muscle Gain
Baked eggs in tomato sauce,Breakfast,120,7.4,5.7,7.8,Non-Veg,Eggs,Non-Veg_Breakfast,Weight Loss
Egg in a pepper,Breakfast,193,19.0,0.3,13.0,Non-Veg,Eggs,Non-Veg_Breakfast,Maintain
Spinach mushroom scrambled egg (Palak mushroom bhurji),Breakfast,397,33.2,1.5,28.8,Non-Veg,Eggs,Non-Veg_Breakfast,Muscle Gain
Corn omelette/omlet,Lunch,417,28.4,3.9,32.2,Veg,,Veg_Lunch,Muscle Gain
Corn omelette/omlet,Dinner,417,28.4,3.9,32.2,Veg,,Veg_Dinner,Muscle Gain
Cajun chicken,Lunch,462,31.7,4.8,35.0,Non-Veg,,Non-Veg_Lunch,Muscle Gain
Cajun chicken,Dinner,462,31.7,4.8,35.0,Non-Veg,,Non-Veg_Dinner,Muscle Gain
Paaner do pyaza,Breakfast,191,6.3,5.1,16.3,Veg,,Veg_Breakfast,Maintain
Paaner do pyaza,Snack,191,6.3,5.1,16.3,Veg,,Veg_Snack,Maintain
Cabbage manchurian (Pattagobhi manchurian),Lunch,560,1.6,12.1,56.2,Veg,,Veg_Lunch,Maintain
Cabbage manchurian (Pattagobhi manchurian),Dinner,560,1.6,12.1,56.2,Veg,,Veg_Dinner,Maintain
Gobi 65,Lunch,695,1.4,9.0,72.8,Veg,,Veg_Lunch,Maintain
Gobi 65,Dinner,695,1.4,9.0,72.8,Veg,,Veg_Dinner,Maintain
Paneer lababdar,Breakfast,158,6.0,5.1,12.7,Veg,Dairy,Veg_Breakfast,Maintain
Paneer lababdar,Snack,158,6.0,5.1,12.7,Veg,Dairy,Veg_Snack,Maintain
Roasted cauliflower steak,Snack,118,3.1,3.0,10.0,Veg,,Veg_Snack,Maintain
Sauteed radishes with green beans,Breakfast,141,3.6,9.1,9.9,Veg,,Veg_Breakfast,Weight Loss
Sauteed radishes with green beans,Snack,141,3.6,9.1,9.9,Veg,,Veg_Snack,Weight Loss
Garlic chutney/Poondu chutney (Lahasun ki chutney),Lunch,638,8.4,51.1,43.9,Veg,,Veg_Lunch,Maintain
Garlic chutney/Poondu chutney (Lahasun ki chutney),Dinner,638,8.4,51.1,43.9,Veg,,Veg_Dinner,Maintain
Schezwan chutney,Lunch,512,8.3,27.0,44.3,Veg,,Veg_Lunch,Maintain
Schezwan chutney,Dinner,512,8.3,27.0,44.3,Veg,,Veg_Dinner,Maintain
Onion chutney (Pyaaz ki chutney/Vengaya chutney),Breakfast,215,4.5,20.3,12.6,Veg,,Veg_Breakfast,Maintain
Onion chutney (Pyaaz ki chutney/Vengaya chutney),Snack,215,4.5,20.3,12.6,Veg,,Veg_Snack,Maintain
Dates chutney (Khajoor ki chutney),Breakfast,155,1.6,32.5,1.7,Veg,,Veg_Breakfast,Weight Loss
Dates chutney (Khajoor ki chutney),Snack,155,1.6,32.5,1.7,Veg,,Veg_Snack,Weight Loss
Chicken salad,Lunch,845,38.3,3.2,75.6,Non-Veg,,Non-Veg_Lunch,Muscle Gain
Chicken salad,Dinner,845,38.3,3.2,75.6,Non-Veg,,Non-Veg_Dinner,Muscle Gain
Macaroni salad,Lunch,655,12.5,54.1,44.4,Veg,,Veg_Lunch,Maintain
Macaroni salad,Dinner,655,12.5,54.1,44.4,Veg,,Veg_Dinner,Maintain
Cabbage raita (Pattagobhi raita),Breakfast,127,4.9,7.9,8.6,Veg,,Veg_Breakfast,Weight Loss
Cabbage raita (Pattagobhi raita),Snack,127,4.9,7.9,8.6,Veg,,Veg_Snack,Weight Loss
Pomegranate raita (Anaar ka raita),Breakfast,108,6.1,10.7,4.9,Veg,,Veg_Breakfast,Weight Loss
Pomegranate raita (Anaar ka raita),Snack,108,6.1,10.7,4.9,Veg,,Veg_Snack,Weight Loss
Onion raita (Pyaaz ka raita),Breakfast,107,7.3,11.8,3.6,Veg,,Veg_Breakfast,Weight Loss
Onion raita (Pyaaz ka raita),Snack,107,7.3,11.8,3.6,Veg,,Veg_Snack,Weight Loss
Green chilli raita (Hari mirch ka raita),Breakfast,115,8.4,11.5,4.4,Veg,,Veg_Breakfast,Weight Loss
Green chilli raita (Hari mirch ka raita),Snack,115,8.4,11.5,4.4,Veg,,Veg_Snack,Weight Loss
Kale salad,Lunch,444,12.2,12.5,38.3,Veg,,Veg_Lunch,Maintain
Kale salad,Dinner,444,12.2,12.5,38.3,Veg,,Veg_Dinner,Maintain
Spinach and paneer souffle ,Lunch,465,18.9,24.1,33.7,Veg,Dairy,Veg_Lunch,Maintain
Spinach and paneer souffle ,Dinner,465,18.9,24.1,33.7,Veg,Dairy,Veg_Dinner,Maintain
Masala souffle ,Breakfast,185,9.6,12.0,11.1,Veg,,Veg_Breakfast,Maintain
Masala souffle ,Snack,185,9.6,12.0,11.1,Veg,,Veg_Snack,Maintain
Chicken and cheese souffle,Lunch,455,22.7,8.7,36.8,Non-Veg,,Non-Veg_Lunch,Muscle Gain
Chicken and cheese souffle,Dinner,455,22.7,8.7,36.8,Non-Veg,,Non-Veg_Dinner,Muscle Gain
Tamarind chutney (Chintapandu pachadi/Puli chutney),Breakfast,163,1.3,37.6,0.7,Veg,,Veg_Breakfast,Weight Loss
Tamarind chutney (Chintapandu pachadi/Puli chutney),Snack,163,1.3,37.6,0.7,Veg,,Veg_Snack,Weight Loss
Pav bhaji masala,Lunch,576,22.8,72.9,27.4,Veg,,Veg_Lunch,Muscle Gain
Pav bhaji masala,Dinner,576,22.8,72.9,27.4,Veg,,Veg_Dinner,Muscle Gain
Green chutney,Breakfast,119,8.1,15.0,2.4,Veg,,Veg_Breakfast,Weight Loss
Green chutney,Snack,119,8.1,15.0,2.4,Veg,,Veg_Snack,Weight Loss
Sago khitchdi/khichri (Sabudana khitchdi/khichri),Lunch,467,6.8,56.0,25.2,Veg,,Veg_Lunch,Maintain
Sago khitchdi/khichri (Sabudana khitchdi/khichri),Dinner,467,6.8,56.0,25.2,Veg,,Veg_Dinner,Maintain
Gram flour chilla/cheela (Besan chilla/cheela),Breakfast,203,11.7,31.5,4.3,Veg,,Veg_Breakfast,Weight Loss
Gram flour chilla/cheela (Besan chilla/cheela),Snack,203,11.7,31.5,4.3,Veg,,Veg_Snack,Weight Loss
Vegetable namkeen jave,Breakfast,168,4.4,28.5,3.8,Veg,,Veg_Breakfast,Weight Loss
Vegetable namkeen jave,Snack,168,4.4,28.5,3.8,Veg,,Veg_Snack,Weight Loss
Khakhra,Lunch,446,12.0,69.2,13.3,Veg,,Veg_Lunch,Maintain
Khakhra,Dinner,446,12.0,69.2,13.3,Veg,,Veg_Dinner,Maintain
Moong bean dosa (Pesarattu),Breakfast,714,30.8,79.8,29.2,Veg,,Veg_Breakfast,Muscle Gain
Methi thepla,Lunch,865,22.5,103.4,39.9,Veg,,Veg_Lunch,Muscle Gain
Methi thepla,Dinner,865,22.5,103.4,39.9,Veg,,Veg_Dinner,Muscle Gain
Rice puttu (Ari puttu),Breakfast,122,1.9,17.7,4.7,Veg,,Veg_Breakfast,Weight Loss
Rice puttu (Ari puttu),Snack,122,1.9,17.7,4.7,Veg,,Veg_Snack,Weight Loss
Buckwheat pancake (Khura),Lunch,658,7.3,68.2,41.1,Veg,Gluten,Veg_Lunch,Maintain
Buckwheat pancake (Khura),Dinner,658,7.3,68.2,41.1,Veg,Gluten,Veg_Dinner,Maintain
Quinoa khichdi/khichri,Breakfast,96,4.8,13.2,2.4,Veg,,Veg_Breakfast,Weight Loss
Quinoa khichdi/khichri,Snack,96,4.8,13.2,2.4,Veg,,Veg_Snack,Weight Loss
Khakhra chaat,Lunch,896,11.3,41.6,76.6,Veg,,Veg_Lunch,Maintain
Khakhra chaat,Dinner,896,11.3,41.6,76.6,Veg,,Veg_Dinner,Maintain
Banana appam,Lunch,1174,2.9,50.2,106.3,Veg,,Veg_Lunch,Maintain
Banana appam,Dinner,1174,2.9,50.2,106.3,Veg,,Veg_Dinner,Maintain
Veg manchurian,Lunch,1464,2.2,17.0,154.1,Veg,,Veg_Lunch,Maintain
Veg manchurian,Dinner,1464,2.2,17.0,154.1,Veg,,Veg_Dinner,Maintain
Pav bhaji,Breakfast,144,4.0,18.0,6.5,Veg,,Veg_Breakfast,Weight Loss
Pav bhaji,Snack,144,4.0,18.0,6.5,Veg,,Veg_Snack,Weight Loss
