Name,Type,Calories,Protein,Carbs,Fats,Tags,Allergens,Swap_Group
Green pea soup (Matar ka soup),Breakfast,119,33.2,10.9,38.7,Veg,None,Veg_Breakfast
Green pea soup (Matar ka soup),Snack,119,33.2,10.9,38.7,Veg,None,Veg_Snack
Spinach soup (Palak ka soup),Breakfast,97,31.6,9.1,42.8,Veg,None,Veg_Breakfast
Spinach soup (Palak ka soup),Snack,97,31.6,9.1,42.8,Veg,None,Veg_Snack
Mixed vegetable soup,Breakfast,107,24.7,8.9,35.0,Veg,None,Veg_Breakfast
Mixed vegetable soup,Snack,107,24.7,8.9,35.0,Veg,None,Veg_Snack
Cheese soup,Breakfast,123,37.2,5.6,51.2,Veg,None,Veg_Breakfast
Cheese soup,Snack,123,37.2,5.6,51.2,Veg,None,Veg_Snack
Mulligatawny soup,Breakfast,81,16.9,12.4,19.9,Veg,None,Veg_Breakfast
Mulligatawny soup,Snack,81,16.9,12.4,19.9,Veg,None,Veg_Snack
Cream of carrot soup,Breakfast,89,12.4,8.5,18.5,Veg,Dairy,Veg_Breakfast
Cream of carrot soup,Snack,89,12.4,8.5,18.5,Veg,Dairy,Veg_Snack
Cream of broccoli soup,Breakfast,84,13.5,5.6,19.1,Veg,Dairy,Veg_Breakfast
Cream of broccoli soup,Snack,84,13.5,5.6,19.1,Veg,Dairy,Veg_Snack
Cream of potato soup,Breakfast,90,12.1,9.2,18.1,Veg,Dairy,Veg_Breakfast
Cream of potato soup,Snack,90,12.1,9.2,18.1,Veg,Dairy,Veg_Snack
Almond soup (Badam ka soup),Breakfast,117,15.2,5.5,20.7,Veg,Nuts,Veg_Breakfast
Almond soup (Badam ka soup),Snack,117,15.2,5.5,20.7,Veg,Nuts,Veg_Snack
Cold cucumber cream soup ,Breakfast,35,1.0,5.3,1.0,Veg,Dairy,Veg_Breakfast
Cold cucumber cream soup ,Snack,35,1.0,5.3,1.0,Veg,Dairy,Veg_Snack
Cold tomato soup,Breakfast,50,0.3,1.8,4.7,Veg,None,Veg_Breakfast
Cold tomato soup,Snack,50,0.3,1.8,4.7,Veg,None,Veg_Snack
Chicken stew,Breakfast,191,10.8,6.7,13.4,Non-Veg,None,Non-Veg_Breakfast
Chicken stew,Snack,191,10.8,6.7,13.4,Non-Veg,None,Non-Veg_Snack
Veg paneer stew,Breakfast,218,10.5,15.3,12.6,Veg,Dairy,Veg_Breakfast
Veg paneer stew,Snack,218,10.5,15.3,12.6,Veg,Dairy,Veg_Snack
Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),Breakfast,478,10.9,65.9,18.2,Veg,Gluten,Veg_Breakfast
Methi parantha/paratha,Breakfast,222,6.4,33.3,6.5,Veg,Gluten,Veg_Breakfast
Bathua poori,Lunch,1496,5.9,34.6,147.8,Veg,None,Veg_Lunch
Bathua poori,Dinner,1496,5.9,34.6,147.8,Veg,None,Veg_Dinner
Gram flour poori (Besan poori),Lunch,1744,6.5,27.3,178.8,Veg,None,Veg_Lunch
Gram flour poori (Besan poori),Dinner,1744,6.5,27.3,178.8,Veg,None,Veg_Dinner
Beetroot poori (Chukandar ki poori),Lunch,1319,4.8,30.7,130.4,Veg,None,Veg_Lunch
Beetroot poori (Chukandar ki poori),Dinner,1319,4.8,30.7,130.4,Veg,None,Veg_Dinner
Peas poori (Matar ki poori),Lunch,1482,7.6,37.3,144.2,Veg,None,Veg_Lunch
Peas poori (Matar ki poori),Dinner,1482,7.6,37.3,144.2,Veg,None,Veg_Dinner
Peas kachori (Matar kachori),Lunch,1461,8.0,33.1,143.8,Veg,None,Veg_Lunch
Peas kachori (Matar kachori),Dinner,1461,8.0,33.1,143.8,Veg,None,Veg_Dinner
Pizza,Breakfast,220,10.3,14.9,13.1,Veg,None,Veg_Breakfast
Pizza,Snack,220,10.3,14.9,13.1,Veg,None,Veg_Snack
Bacon and mushroom pancake,Lunch,394,17.0,21.2,26.5,Veg,None,Veg_Lunch
Bacon and mushroom pancake,Dinner,394,17.0,21.2,26.5,Veg,None,Veg_Dinner
Cheese and tomato pancake,Breakfast,221,7.7,16.0,13.9,Veg,None,Veg_Breakfast
Cheese and tomato pancake,Snack,221,7.7,16.0,13.9,Veg,None,Veg_Snack
Minced meat pancake (with chicken),Breakfast,174,18.0,12.3,15.7,Non-Veg,None,Non-Veg_Breakfast
Minced meat pancake (with chicken),Snack,174,18.0,12.3,15.7,Non-Veg,None,Non-Veg_Snack
Eggplant/Brinjal rice (Vangi bhat),Breakfast,462,13.2,79.4,9.2,Non-Veg,Eggs,Non-Veg_Breakfast
Kashmiri 'tahar',Breakfast,147,2.9,28.7,2.1,Veg,None,Veg_Breakfast
Kashmiri 'tahar',Snack,147,2.9,28.7,2.1,Veg,None,Veg_Snack
Cumin pulao (Jeera/Zeera pulao),Breakfast,202,3.7,35.4,4.8,Veg,None,Veg_Breakfast
Cumin pulao (Jeera/Zeera pulao),Snack,202,3.7,35.4,4.8,Veg,None,Veg_Snack
Peas pulao (Matar pulao),Breakfast,163,5.8,27.6,2.8,Veg,None,Veg_Breakfast
Peas pulao (Matar pulao),Snack,163,5.8,27.6,2.8,Veg,None,Veg_Snack
Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),Breakfast,174,5.4,29.6,3.4,Veg,None,Veg_Breakfast
Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),Snack,174,5.4,29.6,3.4,Veg,None,Veg_Snack
Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),Breakfast,188,5.2,32.3,3.9,Veg,None,Veg_Breakfast
Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),Snack,188,5.2,32.3,3.9,Veg,None,Veg_Snack
Mutton pulao,Breakfast,196,9.8,16.9,16.2,Non-Veg,None,Non-Veg_Breakfast
Mutton pulao,Snack,196,9.8,16.9,16.2,Non-Veg,None,Non-Veg_Snack
Chicken pulao,Breakfast,162,9.1,16.8,12.7,Non-Veg,None,Non-Veg_Breakfast
Chicken pulao,Snack,162,9.1,16.8,12.7,Non-Veg,None,Non-Veg_Snack
Mexican rice,Breakfast,180,6.9,21.3,7.3,Veg,None,Veg_Breakfast
Mexican rice,Snack,180,6.9,21.3,7.3,Veg,None,Veg_Snack
Plain khitchdi (Plain khichri/khichdi),Breakfast,85,2.6,15.1,1.5,Veg,None,Veg_Breakfast
Plain khitchdi (Plain khichri/khichdi),Snack,85,2.6,15.1,1.5,Veg,None,Veg_Snack
Instant idli (with semolina),Breakfast,618,22.9,108.5,9.0,Veg,None,Veg_Breakfast
Plain dosa,Breakfast,952,25.8,160.2,21.1,Veg,None,Veg_Breakfast
Masala dosa mixed vegetable fillings,Breakfast,216,7.3,34.5,4.9,Veg,None,Veg_Breakfast
Masala dosa paneer fillings,Breakfast,607,25.8,74.4,22.1,Veg,Dairy,Veg_Breakfast
Uttapam,Lunch,639,15.4,90.7,22.6,Veg,None,Veg_Lunch
Uttapam,Dinner,639,15.4,90.7,22.6,Veg,None,Veg_Dinner
Appam,Lunch,669,7.8,33.2,56.6,Veg,None,Veg_Lunch
Appam,Dinner,669,7.8,33.2,56.6,Veg,None,Veg_Dinner
Beans and macaroni,Breakfast,204,6.9,21.4,10.5,Veg,None,Veg_Breakfast
Beans and macaroni,Snack,204,6.9,21.4,10.5,Veg,None,Veg_Snack
Spaghetti bolognese,Breakfast,146,14.0,15.1,14.3,Veg,None,Veg_Breakfast
Spaghetti bolognese,Snack,146,14.0,15.1,14.3,Veg,None,Veg_Snack
Meat and macaroni casserole,Lunch,403,22.9,40.3,25.4,Non-Veg,None,Non-Veg_Lunch
Meat and macaroni casserole,Dinner,403,22.9,40.3,25.4,Non-Veg,None,Non-Veg_Dinner
Spaghetti with meat balls and tomato sauce,Lunch,395,14.0,26.2,26.6,Non-Veg,None,Non-Veg_Lunch
Spaghetti with meat balls and tomato sauce,Dinner,395,14.0,26.2,26.6,Non-Veg,None,Non-Veg_Dinner
Spaghetti with paneer balls and tomato sauce,Lunch,396,9.9,31.8,26.1,Veg,Dairy,Veg_Lunch
Spaghetti with paneer balls and tomato sauce,Dinner,396,9.9,31.8,26.1,Veg,Dairy,Veg_Dinner
Lasagne with meat sauce,Breakfast,95,4.4,8.1,5.1,Non-Veg,None,Non-Veg_Breakfast
Lasagne with meat sauce,Snack,95,4.4,8.1,5.1,Non-Veg,None,Non-Veg_Snack
Lasagne with vegetables,Breakfast,147,5.1,17.7,6.5,Veg,None,Veg_Breakfast
Lasagne with vegetables,Snack,147,5.1,17.7,6.5,Veg,None,Veg_Snack
Home made egg noodles,Breakfast,602,16.4,107.3,10.9,Non-Veg,Eggs,Non-Veg_Breakfast
Sour lentils (Khatti dal),Breakfast,104,6.7,18.1,0.4,Veg,None,Veg_Breakfast
Sour lentils (Khatti dal),Snack,104,6.7,18.1,0.4,Veg,None,Veg_Snack
Urad special dehusked,Breakfast,104,4.7,13.3,3.3,Veg,None,Veg_Breakfast
Urad special dehusked,Snack,104,4.7,13.3,3.3,Veg,None,Veg_Snack
Arhar with spinach (Arhar dal aur palak),Breakfast,79,3.1,7.2,4.1,Veg,None,Veg_Breakfast
Arhar with spinach (Arhar dal aur palak),Snack,79,3.1,7.2,4.1,Veg,None,Veg_Snack
Moong dal with vadi,Breakfast,72,1.2,3.0,6.1,Veg,None,Veg_Breakfast
Moong dal with vadi,Snack,72,1.2,3.0,6.1,Veg,None,Veg_Snack
Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),Breakfast,80,3.4,10.1,2.6,Veg,None,Veg_Breakfast
Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),Snack,80,3.4,10.1,2.6,Veg,None,Veg_Snack
Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),Breakfast,73,3.3,8.6,2.6,Veg,None,Veg_Breakfast
Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),Snack,73,3.3,8.6,2.6,Veg,None,Veg_Snack
Green gram whole with baghar (Sabut moong dal with tadka),Breakfast,95,4.8,10.2,3.7,Veg,None,Veg_Breakfast
Green gram whole with baghar (Sabut moong dal with tadka),Snack,95,4.8,10.2,3.7,Veg,None,Veg_Snack
Urad sabut special,Breakfast,119,3.5,7.5,8.2,Veg,None,Veg_Breakfast
Urad sabut special,Snack,119,3.5,7.5,8.2,Veg,None,Veg_Snack
Kabuli channa curry,Breakfast,102,4.4,11.4,4.6,Veg,None,Veg_Breakfast
Kabuli channa curry,Snack,102,4.4,11.4,4.6,Veg,None,Veg_Snack
Besan gatte curry,Lunch,473,19.4,40.7,26.8,Veg,None,Veg_Lunch
Besan gatte curry,Dinner,473,19.4,40.7,26.8,Veg,None,Veg_Dinner
Dry masala chops,Breakfast,202,13.6,4.9,14.3,Veg,None,Veg_Breakfast
Dry masala chops,Snack,202,13.6,4.9,14.3,Veg,None,Veg_Snack
Mutton korma,Breakfast,173,10.6,3.8,12.8,Non-Veg,None,Non-Veg_Breakfast
Mutton korma,Snack,173,10.6,3.8,12.8,Non-Veg,None,Non-Veg_Snack
Shahi keema kofta curry,Lunch,1045,10.4,4.3,109.6,Veg,None,Veg_Lunch
Shahi keema kofta curry,Dinner,1045,10.4,4.3,109.6,Veg,None,Veg_Dinner
Minced meat ball curry,Breakfast,164,10.2,4.3,11.8,Non-Veg,None,Non-Veg_Breakfast
Minced meat ball curry,Snack,164,10.2,4.3,11.8,Non-Veg,None,Non-Veg_Snack
Boti kebab,Breakfast,199,13.8,4.6,13.9,Veg,None,Veg_Breakfast
Boti kebab,Snack,199,13.8,4.6,13.9,Veg,None,Veg_Snack
Mutton seekh kebab,Breakfast,200,16.9,4.7,12.6,Non-Veg,None,Non-Veg_Breakfast
Mutton seekh kebab,Snack,200,16.9,4.7,12.6,Non-Veg,None,Non-Veg_Snack
Indian lamb and egg curry (Nargisi kofta),Breakfast,839,9.6,5.2,86.8,Non-Veg,Eggs,Non-Veg_Breakfast
Soya chunks sweet and sour (Nutrinugget sweet and sour),Lunch,1252,7.1,8.2,140.0,Veg,"Nuts, Soy",Veg_Lunch
Soya chunks sweet and sour (Nutrinugget sweet and sour),Dinner,1252,7.1,8.2,140.0,Veg,"Nuts, Soy",Veg_Dinner
Soya chunks korma (Nutrinugget korma),Breakfast,197,5.8,11.5,14.2,Veg,"Nuts, Soy",Veg_Breakfast
Soya chunks korma (Nutrinugget korma),Snack,197,5.8,11.5,14.2,Veg,"Nuts, Soy",Veg_Snack
Mushroom matar,Breakfast,106,4.2,8.0,6.2,Veg,None,Veg_Breakfast
Mushroom matar,Snack,106,4.2,8.0,6.2,Veg,None,Veg_Snack
Soya chunks and peas (Nutrinugget matar),Breakfast,123,4.5,8.7,7.7,Veg,"Nuts, Soy",Veg_Breakfast
Soya chunks and peas (Nutrinugget matar),Snack,123,4.5,8.7,7.7,Veg,"Nuts, Soy",Veg_Snack
Vegetable yakhni,Lunch,1015,2.9,4.8,109.5,Veg,None,Veg_Lunch
Vegetable yakhni,Dinner,1015,2.9,4.8,109.5,Veg,None,Veg_Dinner
Spinach mushroom (Palak mushroom),Breakfast,142,5.8,8.9,8.9,Veg,None,Veg_Breakfast
Spinach mushroom (Palak mushroom),Snack,142,5.8,8.9,8.9,Veg,None,Veg_Snack
Vegetarian nargisi kofta curry,Lunch,830,5.7,16.4,82.4,Veg,None,Veg_Lunch
Vegetarian nargisi kofta curry,Dinner,830,5.7,16.4,82.4,Veg,None,Veg_Dinner
Roast chicken,Lunch,499,51.2,0.2,32.6,Non-Veg,None,Non-Veg_Lunch
Roast chicken,Dinner,499,51.2,0.2,32.6,Non-Veg,None,Non-Veg_Dinner
Shahi chicken masala,Lunch,409,24.6,10.2,30.0,Non-Veg,None,Non-Veg_Lunch
Shahi chicken masala,Dinner,409,24.6,10.2,30.0,Non-Veg,None,Non-Veg_Dinner
Tomato chicken,Breakfast,167,15.9,3.2,10.1,Non-Veg,None,Non-Veg_Breakfast
Tomato chicken,Snack,167,15.9,3.2,10.1,Non-Veg,None,Non-Veg_Snack
Creamy chicken,Lunch,382,33.8,7.8,23.9,Non-Veg,Dairy,Non-Veg_Lunch
Creamy chicken,Dinner,382,33.8,7.8,23.9,Non-Veg,Dairy,Non-Veg_Dinner
Broccoli chicken ala king,Breakfast,179,12.0,8.0,11.4,Non-Veg,None,Non-Veg_Breakfast
Broccoli chicken ala king,Snack,179,12.0,8.0,11.4,Non-Veg,None,Non-Veg_Snack
Ginger chicken,Breakfast,193,12.4,8.4,12.4,Non-Veg,None,Non-Veg_Breakfast
Ginger chicken,Snack,193,12.4,8.4,12.4,Non-Veg,None,Non-Veg_Snack
Chicken sweet and sour,Lunch,1112,17.3,6.7,119.0,Non-Veg,None,Non-Veg_Lunch
Chicken sweet and sour,Dinner,1112,17.3,6.7,119.0,Non-Veg,None,Non-Veg_Dinner
Chicken korma,Breakfast,221,14.7,8.1,14.5,Non-Veg,None,Non-Veg_Breakfast
Chicken korma,Snack,221,14.7,8.1,14.5,Non-Veg,None,Non-Veg_Snack
Bengal fish curry (Bengali machli curry),Breakfast,164,10.9,6.6,10.5,Non-Veg,Fish,Non-Veg_Breakfast
Bengal fish curry (Bengali machli curry),Snack,164,10.9,6.6,10.5,Non-Veg,Fish,Non-Veg_Snack
Fish finger,Lunch,1357,14.2,11.2,139.6,Non-Veg,Fish,Non-Veg_Lunch
Fish finger,Dinner,1357,14.2,11.2,139.6,Non-Veg,Fish,Non-Veg_Dinner
Fish in coconut milk (Nariyal ke doodh ke saath machli),Breakfast,129,13.0,4.1,6.6,Non-Veg,"Dairy, Nuts, Fish",Non-Veg_Breakfast
Fish in coconut milk (Nariyal ke doodh ke saath machli),Snack,129,13.0,4.1,6.6,Non-Veg,"Dairy, Nuts, Fish",Non-Veg_Snack
Prawn curry (with coconut) (Jhinga curry),Breakfast,164,12.8,4.6,10.4,Non-Veg,"Nuts, Fish",Non-Veg_Breakfast
Prawn curry (with coconut) (Jhinga curry),Snack,164,12.8,4.6,10.4,Non-Veg,"Nuts, Fish",Non-Veg_Snack
Baked stuffed fish,Breakfast,182,24.2,3.2,8.1,Non-Veg,Fish,Non-Veg_Breakfast
Baked stuffed fish,Snack,182,24.2,3.2,8.1,Non-Veg,Fish,Non-Veg_Snack
Fish pie,Breakfast,181,13.9,11.6,8.7,Non-Veg,Fish,Non-Veg_Breakfast
Fish pie,Snack,181,13.9,11.6,8.7,Non-Veg,Fish,Non-Veg_Snack
Crispy baked fish,Breakfast,207,16.4,14.4,9.6,Non-Veg,Fish,Non-Veg_Breakfast
Crispy baked fish,Snack,207,16.4,14.4,9.6,Non-Veg,Fish,Non-Veg_Snack
Fish souffle,Breakfast,209,15.8,7.7,12.8,Non-Veg,Fish,Non-Veg_Breakfast
Fish souffle,Snack,209,15.8,7.7,12.8,Non-Veg,Fish,Non-Veg_Snack
Potato curry (Aloo ki sabzi),Breakfast,134,2.3,15.6,6.7,Veg,None,Veg_Breakfast
Potato curry (Aloo ki sabzi),Snack,134,2.3,15.6,6.7,Veg,None,Veg_Snack
Egg curry (Anda curry),Breakfast,176,8.1,6.0,13.2,Non-Veg,Eggs,Non-Veg_Breakfast
Vegetable curry with coconut ,Breakfast,124,4.2,10.8,7.0,Veg,Nuts,Veg_Breakfast
Vegetable curry with coconut ,Snack,124,4.2,10.8,7.0,Veg,Nuts,Veg_Snack
Curd with potatoes (Dahi aloo),Breakfast,89,2.3,10.7,4.1,Veg,Dairy,Veg_Breakfast
Curd with potatoes (Dahi aloo),Snack,89,2.3,10.7,4.1,Veg,Dairy,Veg_Snack
Potato kofta curry (Aloo kofta curry),Lunch,1138,1.4,7.0,122.7,Veg,None,Veg_Lunch
Potato kofta curry (Aloo kofta curry),Dinner,1138,1.4,7.0,122.7,Veg,None,Veg_Dinner
Yam kofta curry (Zimikand/Suran kofta curry),Lunch,807,1.8,9.4,84.6,Veg,None,Veg_Lunch
Yam kofta curry (Zimikand/Suran kofta curry),Dinner,807,1.8,9.4,84.6,Veg,None,Veg_Dinner
Jackfruit kofta curry (Kathal ka kofta curry),Lunch,802,2.0,7.9,84.6,Veg,None,Veg_Lunch
Jackfruit kofta curry (Kathal ka kofta curry),Dinner,802,2.0,7.9,84.6,Veg,None,Veg_Dinner
Spinach and potato (Palak aloo),Breakfast,85,2.4,8.9,4.2,Veg,None,Veg_Breakfast
Spinach and potato (Palak aloo),Snack,85,2.4,8.9,4.2,Veg,None,Veg_Snack
Mooli bhujia,Breakfast,136,2.5,7.1,10.9,Veg,None,Veg_Breakfast
Mooli bhujia,Snack,136,2.5,7.1,10.9,Veg,None,Veg_Snack
Bathua bhujia,Breakfast,136,3.4,5.4,10.9,Veg,None,Veg_Breakfast
Bathua bhujia,Snack,136,3.4,5.4,10.9,Veg,None,Veg_Snack
Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),Breakfast,213,12.3,9.1,14.0,Veg,None,Veg_Breakfast
Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),Snack,213,12.3,9.1,14.0,Veg,None,Veg_Snack
Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),Breakfast,186,8.6,10.5,12.3,Veg,None,Veg_Breakfast
Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),Snack,186,8.6,10.5,12.3,Veg,None,Veg_Snack
Dry arbi (Sookhi arbi),Breakfast,202,3.2,16.7,13.5,Veg,None,Veg_Breakfast
Dry arbi (Sookhi arbi),Snack,202,3.2,16.7,13.5,Veg,None,Veg_Snack
Masala arbi,Lunch,463,7.5,40.4,29.8,Veg,None,Veg_Lunch
Masala arbi,Dinner,463,7.5,40.4,29.8,Veg,None,Veg_Dinner
Peas brinjal bhartha (Matar baingan bhartha),Breakfast,126,3.1,7.5,9.1,Veg,None,Veg_Breakfast
Peas brinjal bhartha (Matar baingan bhartha),Snack,126,3.1,7.5,9.1,Veg,None,Veg_Snack
Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),Breakfast,166,2.7,6.8,13.9,Veg,None,Veg_Breakfast
Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),Snack,166,2.7,6.8,13.9,Veg,None,Veg_Snack
Crispy okra/Crispy lady's fingers (Karare bhindi),Lunch,1644,4.8,10.9,176.0,Veg,None,Veg_Lunch
Crispy okra/Crispy lady's fingers (Karare bhindi),Dinner,1644,4.8,10.9,176.0,Veg,None,Veg_Dinner
Beans foogath,Breakfast,157,3.0,4.9,13.8,Veg,None,Veg_Breakfast
Beans foogath,Snack,157,3.0,4.9,13.8,Veg,None,Veg_Snack
Stuffed bittergourd (wet) (Bharwa karele),Lunch,405,3.4,11.7,38.1,Veg,None,Veg_Lunch
Stuffed bittergourd (wet) (Bharwa karele),Dinner,405,3.4,11.7,38.1,Veg,None,Veg_Dinner
Jackfruit/Kathal (dry),Lunch,1222,2.3,11.4,129.4,Veg,None,Veg_Lunch
Jackfruit/Kathal (dry),Dinner,1222,2.3,11.4,129.4,Veg,None,Veg_Dinner
Yam fried (Zimikand/Suran fried),Lunch,1229,2.0,13.7,129.5,Veg,None,Veg_Lunch
Yam fried (Zimikand/Suran fried),Dinner,1229,2.0,13.7,129.5,Veg,None,Veg_Dinner
"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",Breakfast,143,4.1,12.3,8.3,Veg,None,Veg_Breakfast
"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",Snack,143,4.1,12.3,8.3,Veg,None,Veg_Snack
Vegetable jalfrezi,Breakfast,102,2.1,8.1,6.6,Veg,None,Veg_Breakfast
Vegetable jalfrezi,Snack,102,2.1,8.1,6.6,Veg,None,Veg_Snack
Vegetables stir fry ,Breakfast,92,3.1,9.6,4.4,Veg,None,Veg_Breakfast
Vegetables stir fry ,Snack,92,3.1,9.6,4.4,Veg,None,Veg_Snack
Broccoli delight,Breakfast,122,7.5,7.0,7.4,Veg,None,Veg_Breakfast
Broccoli delight,Snack,122,7.5,7.0,7.4,Veg,None,Veg_Snack
Dhansak (vegetarian),Breakfast,124,5.0,10.9,6.3,Veg,None,Veg_Breakfast
Dhansak (vegetarian),Snack,124,5.0,10.9,6.3,Veg,None,Veg_Snack
Cauliflower basket,Breakfast,136,7.8,6.0,8.8,Veg,None,Veg_Breakfast
Cauliflower basket,Snack,136,7.8,6.0,8.8,Veg,None,Veg_Snack
Stuffed bottle gourd (Stuffed ghiya/lauki),Breakfast,139,8.8,6.5,8.7,Veg,None,Veg_Breakfast
Stuffed bottle gourd (Stuffed ghiya/lauki),Snack,139,8.8,6.5,8.7,Veg,None,Veg_Snack
Ducheese potato,Breakfast,210,5.4,16.4,13.5,Veg,None,Veg_Breakfast
Ducheese potato,Snack,210,5.4,16.4,13.5,Veg,None,Veg_Snack
Roast potatoes ,Breakfast,130,2.3,21.8,3.5,Veg,None,Veg_Breakfast
Roast potatoes ,Snack,130,2.3,21.8,3.5,Veg,None,Veg_Snack
Stuffed baked potatoes ,Breakfast,150,5.7,16.5,6.6,Veg,None,Veg_Breakfast
Stuffed baked potatoes ,Snack,150,5.7,16.5,6.6,Veg,None,Veg_Snack
Potato nests,Breakfast,167,8.6,16.6,7.2,Veg,None,Veg_Breakfast
Potato nests,Snack,167,8.6,16.6,7.2,Veg,None,Veg_Snack
Parsley potato,Breakfast,179,2.2,20.7,9.4,Veg,None,Veg_Breakfast
Parsley potato,Snack,179,2.2,20.7,9.4,Veg,None,Veg_Snack
Creamed spinach and mushroom,Lunch,1049,5.7,7.9,110.4,Veg,Dairy,Veg_Lunch
Creamed spinach and mushroom,Dinner,1049,5.7,7.9,110.4,Veg,Dairy,Veg_Dinner
Fricassee of Mushroom,Breakfast,159,5.5,12.2,9.9,Veg,None,Veg_Breakfast
Fricassee of Mushroom,Snack,159,5.5,12.2,9.9,Veg,None,Veg_Snack
Cauliflower au gratin,Breakfast,218,6.7,13.7,15.3,Veg,None,Veg_Breakfast
Cauliflower au gratin,Snack,218,6.7,13.7,15.3,Veg,None,Veg_Snack
Vegetable and cheese pie,Breakfast,190,6.0,13.1,12.4,Veg,None,Veg_Breakfast
Vegetable and cheese pie,Snack,190,6.0,13.1,12.4,Veg,None,Veg_Snack
Spinach souffle ,Lunch,375,18.4,15.7,26.3,Veg,None,Veg_Lunch
Spinach souffle ,Dinner,375,18.4,15.7,26.3,Veg,None,Veg_Dinner
Beetroot and egg salad (Chukandar aur ande ka salad),Breakfast,127,5.0,5.1,9.7,Non-Veg,Eggs,Non-Veg_Breakfast
Sour cream potato salad,Breakfast,182,4.3,13.6,12.2,Veg,Dairy,Veg_Breakfast
Sour cream potato salad,Snack,182,4.3,13.6,12.2,Veg,Dairy,Veg_Snack
Tossed green salad,Breakfast,149,4.0,11.5,9.7,Veg,None,Veg_Breakfast
Tossed green salad,Snack,149,4.0,11.5,9.7,Veg,None,Veg_Snack
Spring basket salad,Lunch,401,8.4,29.0,28.2,Veg,None,Veg_Lunch
Spring basket salad,Dinner,401,8.4,29.0,28.2,Veg,None,Veg_Dinner
Cucumber and yogurt salad (Kheere aur dahi ka salad),Breakfast,108,6.3,14.2,2.8,Veg,Dairy,Veg_Breakfast
Cucumber and yogurt salad (Kheere aur dahi ka salad),Snack,108,6.3,14.2,2.8,Veg,Dairy,Veg_Snack
Chicken and tomato towers,Breakfast,150,10.4,3.5,10.5,Non-Veg,None,Non-Veg_Breakfast
Chicken and tomato towers,Snack,150,10.4,3.5,10.5,Non-Veg,None,Non-Veg_Snack
Jellied sunshine fruit salad,Breakfast,146,17.5,12.6,2.6,Veg,None,Veg_Breakfast
Jellied sunshine fruit salad,Snack,146,17.5,12.6,2.6,Veg,None,Veg_Snack
Tomato aspic,Breakfast,75,10.3,7.5,0.4,Veg,None,Veg_Breakfast
Tomato aspic,Snack,75,10.3,7.5,0.4,Veg,None,Veg_Snack
Frozen frosty fruit salad (Phalon ka salaad),Breakfast,155,2.5,23.4,6.3,Veg,None,Veg_Breakfast
Frozen frosty fruit salad (Phalon ka salaad),Snack,155,2.5,23.4,6.3,Veg,None,Veg_Snack
French dressing,Lunch,1834,0.8,9.2,199.1,Veg,None,Veg_Lunch
French dressing,Dinner,1834,0.8,9.2,199.1,Veg,None,Veg_Dinner
Mayonnaise without eggs,Breakfast,822,5.3,10.0,84.6,Non-Veg,Eggs,Non-Veg_Breakfast
Curd dressing ,Breakfast,118,8.4,12.0,4.4,Veg,Dairy,Veg_Breakfast
Curd dressing ,Snack,118,8.4,12.0,4.4,Veg,Dairy,Veg_Snack
Carrot raita (Gajar ka raita),Breakfast,97,6.2,10.8,3.3,Veg,None,Veg_Breakfast
Carrot raita (Gajar ka raita),Snack,97,6.2,10.8,3.3,Veg,None,Veg_Snack
Pumpkin raita (Kaddu ka raita),Breakfast,83,5.6,9.0,2.8,Veg,None,Veg_Breakfast
Pumpkin raita (Kaddu ka raita),Snack,83,5.6,9.0,2.8,Veg,None,Veg_Snack
Mint and peanut raita (Pudinay aur moongfali ka raita),Breakfast,168,10.6,11.0,9.3,Veg,Nuts,Veg_Breakfast
Mint and peanut raita (Pudinay aur moongfali ka raita),Snack,168,10.6,11.0,9.3,Veg,Nuts,Veg_Snack
Spinach raita (Palak ka raita),Breakfast,79,5.9,7.6,2.8,Veg,None,Veg_Breakfast
Spinach raita (Palak ka raita),Snack,79,5.9,7.6,2.8,Veg,None,Veg_Snack
Bathua raita,Breakfast,81,6.2,8.0,2.6,Veg,None,Veg_Breakfast
Bathua raita,Snack,81,6.2,8.0,2.6,Veg,None,Veg_Snack
Pineapple raita (Ananas ka raita),Breakfast,101,5.8,12.9,3.0,Veg,None,Veg_Breakfast
Pineapple raita (Ananas ka raita),Snack,101,5.8,12.9,3.0,Veg,None,Veg_Snack
